ids,en,de
1609,Why ?,Warum ?
1610,In truth it was because the decision on discharge had been made in advance .,"Nun , es lag daran , daß der Text des Entlastungsbeschlusses von vornherein feststand ."
1611,The arguments put forward are no more than pretexts .,Die ins Feld geführten Argumente sind nur Vorwände .
1612,Discharge to the Commission was refused because the EDF is not integrated into the Community budget .,"Der Kommission wird die Entlastung verweigert , weil der EEF nicht Teil des Gemeinschaftshaushaltsplans ist ."
1613,So I should like to ask a few questions .,Das führt mich zu einer Reihe von Fragen .
1614,Why was discharge granted at the time of previous EDF budgets when similar criticisms had been raised and the legal framework was the same ?,"Warum wurde vorangegangenen EEFs die Entlastung erteilt , obwohl ähnliche Kritik geäußert worden war und der Rechtsrahmen derselbe war ?"
1615,"Have we taken into account the disastrous consequences , in political terms , of this refusal to grant discharge on the conference of ACP countries , in terms of the way they perceive the commitment of the European countries ?","Wurden die katastrophalen Auswirkungen auf politischer Ebene berücksichtigt , die die Verweigerung dieser Entlastung auf die Konferenz der AKP-Länder und ihre Wahrnehmung des Engagements der Länder Europas für sie haben wird ?"
1616,"Before requesting additional competences for Parliament , would it not be better to ensure that there are more deputies able to implement them ?","Sollte man statt Forderungen nach zusätzlichen Befugnissen für dieses Hohe Haus nicht besser dafür sorgen , daß es mehr Abgeordnete gäbe , die in der Lage wären , sie auszuüben ?"
1617,"Mr President-inOffice , Commissioner , Mr President , ladies and gentlemen , I am very sorry that I am only now able to take part in this debate .","Herr Ratspräsident , Herr Kommissar , Herr Präsident , meine Damen und Herren ! Ich bedaure sehr , daß ich erst jetzt an dieser Debatte teilnehmen kann , was , wie Sie wissen , normalerweise nicht meine Art ist ."
1618,"As you know , I do not make a habit of being late , because part of debating is , of course , being able to respond to what one 's colleagues have said .","Denn eigentlich gehört zu einer Debatte , daß man auf das , was die Kolleginnen und Kollegen sagen , auch antworten kann ."
1619,"I am exceptionally sorry about this , and it certainly does not mean that we underestimated the importance of this debate , but it does explain why we could not be here on time .","Ich bedaure dies außerordentlich , weil dies gewiß nicht zum Ausdruck bringen soll , daß wir diese Debatte etwa geringschätzen würden , aber daher war eine Beteiligung zur Zeit nicht möglich ."
1620,"It has to be said , Mrs Müller , that there are certain points where one has the feeling that it should have been possible , somewhere between 1991 and 1996 , to achieve some movement .","Es gibt in der Tat einige Dinge , bei denen man das Gefühl hat , Frau Müller , man könnte irgendwann einmal in einem solchen Zeitraum von 1991 bis 1996 Bewegung hineinbekommen ."
1621,"A look at the tobacco regulation or the regulations in the wine sector , however , forces one to the conclusion that even five years is not long enough to see progress .","Wenn man dann betrachtet , wie die Tabakregelung aussieht oder wie die Regelungen im Weinsektor aussehen , dann muß man in der Tat feststellen , daß selbst fünf Jahre nicht ausreichen , um Fortschritte erzielt zu haben ."
1622,"Let me say something more on these four points , and firstly on tobacco .",Lassen Sie mich zu diesen vier Punkten noch etwas sagen : Erstens zum Tabak .
1623,We have a report before us from the Court of Auditors on this issue .,Dazu haben wir einen Bericht des Rechnungshofes vorliegen .
1624,"We asked the Commission to submit a report on it , a report which was to be based on the Court of Auditors ' guidelines and submitted by 1 April .","Dazu haben wir die Kommission aufgefordert , einen Bericht vorzulegen , und dieser Bericht der Kommission sollte sich an den Leitlinien des Rechnungshofes orientieren , und dieser Bericht der Kommission sollte bis zum 1. April vorliegen ."
1625,"The same applies to the wine sector , which is a virtual disaster .",Das gleiche gilt für den Weinsektor . Das ist geradezu eine Katastrophe .
1626,We insisted that a register should be compiled - properly compiled in every Member State .,"Wir haben uns dafür stark gemacht , daß ein Kataster realisiert wird , daß es auch wirklich in allen Mitgliedstaaten realisiert wird ."
1627,Now a new register is to be set up because the first procedure posed too many problems .,"Nun soll ein neues Kataster eingerichtet werden , weil das erste Verfahren zu problematisch ist ."
1628,"However , we are still paying for the current procedure and , of course , the new procedure is not available yet .","Trotzdem zahlen wir weiterhin für das noch laufende Verfahren , und das neue Verfahren liegt natürlich auch noch nicht vor ."
1629,Whose fault is it that the reform proposals have not been properly implemented ?,Wer ist für die fehlende Umsetzung der Reformvorschläge verantwortlich ?
1630,"As in the previous case I referred to , the culprit is the Council .","Wie beim Vorhergesagten , der Rat ."
1631,"Furthermore , the Council has some 256 decisions pending , whereas here in Parliament we have only 52 decisions in the pipeline .","Im übrigen sind beim Rat sowieso 256 Entscheidungen anhängig , während bei uns nur 52 Entscheidungen anhängig sind ."
1632,That shows where the bottleneck and the imbalance between the institutions is to be found .,"Das zeigt , wo es den Engpaß und das Mißverhältnis zwischen den Institutionen gibt ."
1633,The third point concerns interest for the Structural Funds .,Der dritte Punkt betrifft die Zinsen für die Strukturfonds .
1634,"Last but not least , transfers of appropriations by DG XIX .",Last but not least : Mittelübertragungen seitens der Generaldirektion XIX .
1635,The Committee on Budgetary Control has unanimously approved my draft report on this issue .,Dazu hat der Ausschuß für Haushaltskontrolle einstimmig meinen Berichtsentwurf vorgeschlagen .
1636,"I am here to present the Council recommendation , adopted on 11 March and transmitted to the House , that the Commission be granted discharge for the budget for the 1994 financial year .","Ich bin hier , um die dem Parlament zugeleitete Empfehlung des Rates vom 11. März vorzustellen , mit der der Kommission die Entlastung zur Ausführung des Haushalts 1994 erteilt wird ."
1637,"I am sure that you share the view of the presidency and the Council that the two institutions need to work in harmony , including when it comes to measures concerning the Community budget .","Ich bin sicher , Sie teilen die Überzeugung des Vorsitzes und des Rates , daß beide Institutionen auch in Sachen Gemeinschaftshaushalt harmonisch zusammenarbeiten sollten ."
1638,"Firstly : the decisions should reflect the needs of communities ; secondly : the resources should be used economically and efficiently ; and , thirdly , there should be complete transparency in resource management and accounting .",Erstens : die Entscheidungen müssen den Erfordernissen des Gemeinwesens entsprechen ; zweitens : die Ressourcen müssen sparsam und effizient eingesetzt werden ; drittens : in Verwaltung und Rechnungslegung muß absolute Transparenz herrschen .
1639,Those criteria assume crucial importance at the current time when the Member States are having to contend with well-known social and financial problems .,"Besonders wichtig sind diese Kriterien zum gegenwärtigen Zeitpunkt , da viele Mitgliedstaaten sich mit allgemein bekannten sozialen und finanziellen Problemen konfrontiert sehen ."
1640,"In its recommendation , the Council emphasizes that budgetary discipline and respect for the principles of sound management , to which I referred , have to be applied to all measures funded from Community resources .","In seiner Empfehlung unterstreicht der Rat , daß die Haushaltsdisziplin und die Grundsätze einer gesunden Mittelverwendung , auf die ich eben hingewiesen habe , in allen Fällen anzuwenden sind , in denen gemeinschaftliche Finanzmittel ausgegeben werden ."
1641,It is vital that there should be a period review of the reasons that led to the adoption of the measures under way in order to guarantee economy and efficiency in resource utilization .,"In regelmäßigen Abständen müssen die Gründe überprüft werden , die zur Annahme der laufenden Aktionen geführt haben , um Wirtschaftlichkeit und Effizienz der eingesetzten Ressourcen zu gewährleisten ."
1642,That should always be done independently of the assessments made to prepare budgetary decisions .,"Dies muß immer unabhängig von den Bewertungen geschehen , die bei der Ausarbeitung des Haushaltsplans vorgenommen wurden ."
1643,The reports of the Court of Auditors and the monitoring activities on which they are based provide the basic instruments that permit us to monitor the application of those principles .,"Die Berichte des Rechnungshofs und die Kontrollen , auf denen diese beruhen , sind die grundlegenden Instrumente , mit denen die Anwendung dieser Grundsätze überprüft werden kann ."
1644,We have to congratulate the Court of Auditors for the efficient way in which it performs this task assigned to it by the Treaties .,"Dem Rechnungshof gebührt Anerkennung für die Leistungsfähigkeit , mit der er diese ihm von den Verträgen zugeteilte Aufgabe erfüllt ."
1645,"In the field of own resources , the Council shares the concerns of the Court of Auditors about the operation of the Community transit scheme in the Member States .","Was die Eigenmittel betrifft , so teilt der Rat die Besorgnis des Rechnungshofs hinsichtlich des gemeinschaftlichen Versandverfahrens in den Mitgliedstaaten ."
1646,"In that connection , it is most certainly interested in the European Parliament 's suggestion that a temporary committee of inquiry be set up to look into these customs arrangements .","Diesbezüglich zeigt er ein unbestrittenes Interesse für die Initiative des europäischen Parlaments , einen noch einzusetzenden , vorläufigen Untersuchungsausschuß mit dieser Frage zu befassen ."
1647,"Moving on to the structural funds , the Council notes the persisting and major problem of an excessive concentration of commitments and payments towards the end of the financial year .","Bei den Strukturfonds stellt der Rat das Fortdauern eines schwerwiegenden , bislang ungelösten Problems fest , und zwar der übermäßigen Anhäufung von Verpflichtungen und Zahlungen gegen Ende des Haushaltsjahres ."
1648,The Council considers it necessary to improve cooperation between the competent national authorities and the Commission services involved in spending activities .,"Der Rat hält es für notwendig , die Zusammenarbeit zwischen den zuständigen nationalen Behörden und den für die Ausschüttung der Mittel zuständigen Dienststellen der Kommission zu verbessern ."
1649,We need also to make a greater effort to clarify the criteria governing the admissibility of expenditure and the verification of declarations of expenditure .,Außerdem muß bei den Kriterien zur Genehmigung der Ausgaben und zur Kontrolle der entsprechenden Dokumentation größere Klarheit geschaffen werden .
1650,"The Council has pointed out that the accounts accurately reflect the revenue and expenditure of the Union , even though the information they contain needs to be improved .","Der Rat hat festgestellt , daß der abgelegte Rechnungsbericht die Einnahmen und Ausgaben der Union richtig wiedergegeben hat , wenngleich sein Informationsgehalt verbessert werden sollte ."
1651,"That has been at the root of the Council 's concern , and it has welcomed the announcement of the programme to improve the Commission 's financial management .","Diese Tatsache war und ist Grund zur Besorgnis für den Rat , der mit Genugtuung die Ankündigung eines Programms zur Verbesserung des Finanzgebarens der Kommission entgegengenommen hat ."
1652,That programme must be applied rapidly and in full to reduce errors in payment transactions .,"Besagtes Programm muß rasche und umfassende Anwendung finden , damit die Fehler bei den Zahlungen verringert werden können ."
1653,"That is what the presidency had to say , on behalf of the Council , on the problems relating to the 1994 budget .",Das war die Mitteilung des Vorsitzes im Namen des Rats zu Problemen in Verbindung mit dem Haushalt 1994 .
1654,"Mr President , I may have misheard what was said .","Herr Präsident , vielleicht habe ich es akustisch falsch verstanden ."
1655,"The Council referred to the European Regional Development Fund , but it did not take a position on the European Development Fund .",Der Rat sprach vom Europäischen Fonds für regionale Entwicklung . Er hat aber nicht zum Europäischen Entwicklungsfonds Stellung genommen .
1656,Mr Wynn warned that the discharge would be suspended .,"Herr Wynn hat angekündigt , die Entlastung auszusetzen ."
1657,"The House would appreciate a response to what we have advocated , so that then we know where we stand .","Wir hätten gerne im Parlament eine Antwort auf diese Ankündigungen , damit wir wissen , wie wir uns dann verhalten sollen ."
1658,We also have to form an opinion on these matters within our group .,Darüber müssen wir uns in der Fraktion ja noch eine Meinung bilden .
1659,"The Council cannot simply sweep its problems under the carpet now , because the scandal has made them quite apparent .","Der Rat kann jetzt nicht einfach seine Probleme unter den Teppich kehren , wo sie angesichts des Skandals so offensichtlich sind ."
1660,I should like a response from the Council on this question .,"Ich möchte , daß der Rat darauf antwortet ."
1661,Does the Council wish to speak again or wait until a later occasion ?,Möchte der Rat jetzt noch einmal das Wort ergreifen oder lieber später ?
1662,"I prefer to wait , Mr President .","Herr Präsident , ich würde lieber warten ."
1663,"Mr President , as spokesperson for the Socialist Group on development , I deplore the fact that the management of the European Development Fund is not democratically accountable .","Herr Präsident , als Sprecher Sozialdemokratischen Fraktion für Entwicklungsfragen bedaure ich , daß die Verwaltung des Europäischen Entwicklungsfonds nicht demokratisch rechenschaftspflichtig ist ."
1664,"I deplore the fact that we go through this annual pretence , this annual charade , when Parliament has no say whatsoever over the funding of the EDF .","Ich bedaure , daß wir diese jährliche Vortäuschung , diese jährliche Farce , aufführen , wo doch das Parlament zur Finanzierung des EEF überhaupt nichts zu sagen hat ."
1665,I deplore the disgrace of the management of the Cultural Foundation .,Ich bedaure die Schande der Verwaltung der Kulturstiftung .
1666,It was a scandal which was investigated by the Bureau of the Joint Assembly of the Lomé Convention of which I was a member .,"Es war ein Skandal , der durch das Präsidium der Gemeinsamen Versammlung des Lomé-Abkommens , deren Mitglied ich war , untersucht wurde ."
1667,"We called witnesses and carpeted individuals , including a key Member of the European Parliament .","Wir benannten Zeugen und stauchten Einzelpersonen zusammen , ein wichtiges Mitglied des Europäischen Parlaments inbegriffen ."
1668,I make that specific point to be fair to the Commission .,"Ich erwähnte diesen besonderen Punkt , um der Kommission gegenüber fair zu sein ."
1669,Cultural cooperation is central to development and has suffered a big setback because of this scandal .,Die kulturelle Zusammmenarbeit ist für die Entwicklung von zentraler Bedeutung und erlitt durch diesen Skandal einen großen Rückschlag .
1670,I trust that the refusal to grant discharge will speed up the move towards the democratic accountability of the EDF .,"Ich bin sicher , daß die Ablehnung der Entlastung die Bewegung hin zur demokratischen Rechenschaftspflicht des EEF beschleunigen wird ."
1671,I wish to put on record that this Parliament formally deplores the disgusting scandal of the Cultural Foundation .,"Ich möchte zu Protokoll geben , daß dieses Parlament den widerlichen Skandal der Kulturstiftung formell bedauert ."
1672,"I express the view that the Commission should be vigilant and meticulous in supporting these views , about which I believe both the Commission and Parliament are in full agreement .","Ich vertrete die Ansicht , daß die Kommission diese Ansichten achtsam und akribisch unterstützen sollte , denen , so denke ich , die Kommission und auch das Parlament umfassend zustimmen ."
1673,Will the Council now please as a matter of urgency exercise its responsibility to ensure that the funds of the EDF are properly accountable .,"Der Rat möge nun bitte mit Dringlichkeit seiner Verantwortung nachkommen und sicherstellen , daß die EEF-Mittel angemessen rechenschaftspflichtig sind ."
1674,"Madam President , ladies and gentlemen , eight discharge reports have been presented , not quite in the order indicated on the agenda , but we appreciate the reasons for that .","Frau Präsidentin , liebe Kolleginnen und Kollegen ! Acht Entlastungsberichte wurden vorgetragen in einer etwas anderen Reihenfolge , als auf der Tagesordnung vorgesehen , aber wir haben dafür Verständnis ."
1675,It is impossible to speak on them all in four minutes .,Zu allen kann man nicht in vier Minuten sprechen .
1676,"I wish to look at only a few key points , but I should like to extend my sincere thanks to all the rapporteurs .","Ich möchte nur einige Schwerpunkte beleuchten , doch allen Berichterstattern möchte ich herzlich danken ."
1677,"I shall begin with a word about the authority to grant discharge itself , and about our Committee on Budgetary Control .",Zunächst noch ein Wort zur Entlastungsbefugnis selbst und zu unserem Ausschuß für Haushaltskontrolle .
1678,"For 20 years now , we have had the authority to grant discharge , and we have constantly been developing it .",Seit knapp 20 Jahren haben wir die Befugnis zur Entlastung und haben sie immer weiterentwickelt .
1679,He performed his task well in so far as he could .,Er hat seine Sache auch soweit gut gemacht .
1680,"Now you , Mr President-in-Office , have addressed the House , and I think you have also listened carefully to what has been said here .","Hier im Plenum haben Sie nun gesprochen , Herr amtierender Ratspräsident , und ich glaube , daß Sie auch gut zugehört haben , was hier gesagt wurde ."
1681,"Our comments have been directed mainly at the Member States , but it is not the Member States to whom we must grant discharge .","Denn das , was hier gesagt wird , ist hauptsächlich an die Mitgliedstaaten gerichtet , die wir aber nicht zu entlasten haben ."
1682,I should like to turn now to the issues involved .,Nun zur Thematik .
1683,"This time , the discharge of the Commission involves two instruments which have been used for the first time - instruments , as I said , directed specifically at the Member States .","Zwei erstmals angewendete Instrumente kennzeichnen diesmal die Entlastung der Kommission , und sie richten sich , wie ich schon sagte , bei genauem Hinsehen an die Mitgliedstaaten ."
1684,"The first innovation is our vote on the clearance of accounts for the EAGGF , submitted by the Commission for 1991 .","Die erste Neuerung ist unser Votum zum Rechnungsabschluß des EAGFL , den die Kommission für 1991 vorlegt ."
1685,Clearance of accounts was previously classed as a technical procedure for which the Commission was responsible .,Bislang war der Rechnungsabschluß ein als technisch eingestufter Vorgang in der Kompetenz der Kommission .
1686,Parliament had little to do with it .,Vom Parlament wurde er kaum beachtet .
1687,"It is thanks to Mr Cornelissen , as rapporteur on the 1992 discharge , that the problems from previous years have been raised .","Es ist das Verdienst von Herrn Cornelissen als Berichterstatter der Entlastung 1992 , daß die Probleme aus den vergangenen Jahren präsent wurden ."
1688,A particular problem which has been brought out into the open is the loss to the Community of some ECU 1.6 billion on milk quotas in three Member States .,"Besonders der Verlust von rund 1 , 6 Mrd. ECU für die Gemeinschaft bei den Milchquoten bei drei Mitgliedstaaten trat zutage ."
1689,"Detailed discussions between the Committee on Budgetary Control and the Commission have produced reform as regards the clearance of accounts decision , which now completes the discharge already granted for the year in question .","In detaillierten Überlegungen des Ausschusses für Haushaltskontrolle mit der Kommission ist nun eine Reform über die Entscheidung des Rechnungsabschlusses gefunden , indem sie als Ergänzung zur bereits erteilten Entlastung für die betreffenden Jahre erfolgt ."
1690,"This procedure is being applied for the first time for the year 1991 , with the very good report by Mrs Kjer Hansen .",Für 1991 wird dieses Verfahren mit dem guten Bericht von Frau Kjer Hansen erstmals angewendet .
1691,The rapporteur deserves our thanks for highlighting the difference between the technical and political aspects .,Die Berichterstatterin hebt dankenswerterweise die Diskrepanz zwischen technischem und politischem Aspekt hervor .
1692,The necessary financial corrections applied by the Commission to the Member States are absolutely non-negotiable where losses to EU funds are involved .,"Die notwendigen finanziellen Berichtigungen der Kommission gegenüber den Mitgliedstaaten sind eben nicht verhandelbar , wenn es sich um Verluste für die EG-Kasse handelt ."
1693,"If this is not the case , then the discharge for the clearance of accounts will have to be suspended until the monies are recovered .",Andernfalls muß die Entlastung für den Rechnungsabschluß bis zur Wiedereinziehung der Gelder ausgesetzt werden .
1694,An initial tangible result of Parliament 's insistence on protecting taxpayers ' money is that the first tranche of the unpaid milk quotas has been received .,"Ein erster greifbarer Erfolg für die Insistenz des Parlaments , die Steuergelder der Bürger zu schützen , ist der Eingang der ersten Tranche der nichtgezahlten Milchquoten ."
1695,"The second innovation , the Statement of Assurance , or DAS , by the Court of Auditors , has far-reaching implications as regards discharge .","Die zweite Neuheit , nämlich die Zuverlässigkeitserklärung , die sogenannte DAS , des Rechnungshofes ist von großer Tragweite für die Entlastung ."
1696,"The rapporteur , Mr Wynn , has done this in the motion for a resolution from the Committee on Budgetary Control , and his readable explanatory statement provides us all with an invaluable aid to understanding this complex issue .",Der Berichterstatter Herr Wynn hat dies in seinem Entschließungsantrag des Ausschusses für Haushaltskontrolle getan und uns allen auch in seiner lesenswerten Begründung eine hervorragende Hilfe in dieser komplizierten Fragestellung unterbreitet .
1697,I would like to thank him particularly for that .,Ich danke ihm ausdrücklich dafür .
1698,"My group therefore backs the recommendation to grant discharge to the Commission in respect of the general budget for 1994 , in spite of the shortcomings that have been identified , and subject to the appropriate conditions .","Somit unterstützt meine Fraktion die Empfehlung zur Entlastung der Kommission für den Gesamthaushalt 1994 trotz der aufgezeigten Mängel , aber mit den entsprechenden Auflagen ."
1699,"Madam President , it is appropriate that in discussing budgetary matters we make some reference to the key principles governing responsible budgetary control , such as prudence and the allocation of funding to appropriate and deserving projects .","Frau Präsidentin , es ist zweckmäßig , daß wir bei der Diskussion über Haushaltsfragen auf die Schlüsselprinzipien Bezug nehmen , die eine verantwortungsvolle Haushaltskontrolle regeln , etwa Besonnenheit und die Zuteilung der Finanzmittel für geeignete und vedienstvolle Projekte ."
1700,"However , it is clear that not all European projects adhere to these principles and I wish to refer to one in particular .","Allerdings ist klar , daß nicht alle europäischen Projekte diese Prinzipien beachten , und ich möchte ganz besonders auf eines Bezug nehmen ."
1701,I am speaking about the administration of our own finances within our own structures .,Ich rede von der Verwaltung unserer eigenen Finanzen innerhalb unserer eigenen Strukturen .
1702,"Recent visitors to Brussels were taken aback by the continuing construction of the European Parliament 's new headquarters there , which has been going on since 1990 , and the ornate nature of the building in question .","In letzter Zeit waren Brüssel-Besucher über den dort weitergehenden Bau der neuen Zentrale des Europäischen Parlaments , der seit 1990 im Gange ist , und über die prunkvolle Art dieses Gebäudes bestürzt ."
1703,This latter-day glass Tower of Babel is utterly unnecessary and a waste of resources which Parliament could have more constructively utilized for other aspects of its work .,"Dieser neuzeitliche Glasturm zu Babel ist völlig unnötig und stellt eine Verschwendung von Mitteln dar , die das Parlament für andere Aspekte seiner Arbeit konstruktiver hätte verwenden können ."
1704,All these ecu saved are now being heedlessly squandered .,All diese eingesparten ECU werden nun gedankenlos vergeudet .
1705,"MEPs , who have a democratic mandate from the electorate , were not consulted on the building of this folly or allowed any opportunity to veto its construction .","Die MEPs , die von ihrer Wählerschaft ein demokratisches Mandat erhalten haben , wurden zur Errichtung dieses sinnlosen Prachtbaus nicht befragt , und es wurde ihnen keine Gelegenheit gewährt , gegen den Bau ein Veto einzulegen ."
1706,"Instead , the building of this glass palace has continued unimpeded .",Stattdessen ging die Errichtung dieses Glaspalasts ungehindert weiter .
1707,It is particularly ironic that we are discussing budgetary and fiscal matters today in this Parliament .,"Besonders ironisch ist , daß wir heute in diesem Parlament Haushalts- und Steuerthemen diskutieren ."
1708,"If ever there was an example of budgetary irresponsibility , it is the grandiose edifice currently taking shape in Brussels .","Wenn es ein Beispiel für Verantwortungslosigkeit in Haushaltsangelegenheiten gibt , dann ist es dieses grandiose Gebäude , das derzeit in Brüssel Form annimmt ."
1709,Perception is very important in this European Parliament and this is no help to it .,"Die Wahrnehmung ist in diesem Europäischen Parlament sehr wichtig , und dies ist keine Hilfe hierbei ."
1710,"Madam President , I have a number of comments on the Wynn report on the discharge for the 1994 financial year .",Herr Präsident ! Ich möchte mich auf einige Bemerkungen zu dem Wynn-Bericht über die Entlastung für das Haushaltsjahr 1994 beschränken .
1711,"First of all , what he says about agriculture .","Zunächst einige Bemerkungen zu dem , was dort zum Thema Landwirtschaft ausgeführt wird ."
1712,I think that in future it will be almost impossible to forecast agricultural expenditure with any accuracy .,"Ich bin der Auffassung , daß es in Zukunft so gut wie unmöglich sein dürfte , genau vorauszusagen , wie hoch die Landwirtschaftsausgaben sein werden ."
1713,"So I think it is always better to err on the side of caution , so that we are always able to honour the guarantees we give our farmers .","Ich meine also , es ist besser , in dieser Hinsicht immer auf Nummer Sicher zu gehen , damit wir unsere Garantien , die wir den Bauern geben , auch einhalten können ."
1714,"One aspect over which we do have control is to make the rules as clear as possible , but as many people have already pointed out , they still leave a lot to be desired .","Es ist uns allerdings möglich , die Regeln so weit wie möglich zu verdeutlichen . Was diesen Punkt angeht , viele haben darauf bereits hingewiesen , bleibt manches noch zu wünschen übrig ."
1715,"If a political decision is to be taken on how the rules are to be revised , I think it should be a matter for the Commission , the Council and Parliament together .","Sollte es zu einer politischen Entscheidung darüber kommen müssen , wie diese Regeln anzuwenden sind , dann ist das meines Erachtens Sache der Kommission , des Rats und des Parlaments ."
1716,My second comment concerns the PHARE programme .,Meine zweite Bemerkung betrifft das PHARE-Programm .
1717,"Could we not bring officials from the agriculture ministries in the countries of the former Eastern bloc over to Brussels , and send DG VI people to those countries to explain its policy ?","Wäre es nicht möglich , daß bestimmte Beamte von Landwirtschaftsministerien aus den früheren Ostblockländern in Brüssel arbeiten und daß umgekehrt Beamte der DG VI ihre Politik oder die Politik der DG VI in den betreffenden Ländern selbst erklären ?"
1718,It is doing practically nothing to implement directives on public contracts or the environment .,"Richtlinien über das öffentliche Beschaffungswesen , Reglementierungen im Umweltbereich - fast nirgends gebietet man Einhalt ."
1719,"The reason for this is clear : if it did so , the Structural Funds would end up being even more seriously underspent than at present .","Der Grund dafür ist klar , und er hängt damit zusammen , daß die Kommission wahrscheinlich noch geringere Mittel in den Strukturfonds zur Verfügung haben wird , als es im Augenblick der Fall ist ."
1720,I find it hard to believe that the 50 % profit all goes to the contractors .,"Dabei ist es für mich im übrigen schwer vorstellbar , daß die 50 % Gewinn nur beim Anbieter verbleiben ."
1721,The situation with the environment is no better .,Im Umweltbereich sieht es nicht besser aus .
1722,"The main reason for this , as I have said before , is that most of the Commissioners regard it as far more important to spend the budget than to respect legislation .","Ich sagte es bereits : die Hauptursache ist , zumindest was die Kommission betrifft , der Umstand , daß die meisten Kommissare der Vergabe von Haushaltsmitteln mehr Bedeutung beimessen als der Achtung vor bestehenden Regelungen ."
1723,"I entirely agree with what Mr Liikanen said in a letter concerning Community customs , that the Commission has no choice but to carry on enforcing existing legislation .","Ich bin mit Herrn Liikanen völlig einer Meinung , wenn er in einem Brief über das gemeinschaftliche Versandverfahren erklärt , der Kommission bliebe keine andere Wahl , als an der vorhandenen Gesetzgebung festzuhalten ."
1724,That is just as it should be .,Das ist in Ordnung .
1725,"But in my experience , it is not what the Commission actually does .","So müßte es auch sein , doch ist das nicht die Praxis , so wie ich sie aus der Kommission kenne ."
1726,"Madam President , my colleague from my constituency , Mr Killilea , was at his colourful best when he described the new European Parliament as the Tower of Babel .","Frau Präsidentin , mein Kollege aus meinem Wahlkreis , Herr Killilea , verwendete eine sehr bunte Sprache , als er das neue Europäische Parlament mit dem Turm zu Babel verglich ."
1727,"I am sure it is designed to attract the maximum attention , but I do not want that sort of allegation circulating in my constituency unanswered .","Ich bin sicher , daß es absichtlich ein Höchstmaß an Beachtung erlangen soll , ich möchte jedoch nicht , daß derartige Behauptungen , die in meinem Wahlkreis kursieren , unbeantwortet bleiben ."
1728,We did not build a parliament for the Members of Parliament who are here today .,"Wir haben nicht für die Abgeordneten , die heute hier sind , ein Parlament gebaut ."
1729,We built it for the people of Europe .,Wir haben es für die Menschen Europas gebaut .
1730,It was built at a cost of about ECU 3 per capita for one year of the people of this European Union .,"Es wurde zu einem Preis gebaut , der in einem Jahr etwa 3 ECU pro Kopf der Bevölkerung dieser Europäischen Union entspricht ."
1731,I am proud of that building .,Ich bin stolz auf dieses Gebäude .
1732,It reflects some of the technology and the grandeur of the age and the competence of the people of Europe of this day .,Es spiegelt etwas von der Technologie und der Größe dieser Ära und der Kompetenz der Menschen Europas heutzutage wider .
1733,The attack by Mr Killilea was not worthy of a Member of Parliament .,Der Angriff von Herrn Killilea war eines Abgeordneten nicht wert .
1734,If he had attended regularly to the business of this House he would have known that we were consulted .,"Hätte er sich regelmäßig mit der Geschäftstätigkeit dieses Hauses befaßt , wüßte er , daß wir befragt worden sind ."
1735,If he was not prepared to be here at all times then he could trust his colleagues who were here and made the decisions .,"Falls es ihm nicht möglich war , jederzeit hier zu sein , so hätte er seinen Kolleginnen und Kollegen vertrauen können , die hier waren und die Entscheidungen getroffen haben ."
1736,I want to thank Mr Wynn for his report .,Ich möchte Herrn Wynn für seinen Bericht danken .
1737,I support his refusal of discharge .,Ich unterstütze seine Ablehnung der Entlastung .
1738,I am not looking at it in the area of the European Development Fund .,Ich bin im Bereich des Europäischen Entwicklungsfonds nicht dafür .
1739,I do not agree with the tone of his criticism in relation to agricultural spending .,Ich pflichte dem Tenor seiner Kritik an den Agrarausgaben nicht bei .
1740,The expertise and the knowledge that I find in the Commission surprises me at times .,"Der Sachverstand und das Wissen , das ich in der Kommission vorfinde , überrascht mich gelegentlich ."
1741,It is a most infinitely complicated business to try to forecast what the cost of agriculture will be for any year .,"Die Agrarkosten für ein Jahr vorherzusagen , ist eine unendlich komplizierte Angelegenheit ."
1742,Parliament is continuously a little bit harsh insofar as this sort of criticism is concerned .,Das Parlament ist hinsichtlich dieser Art von Kritik ständig etwas schroff .
1743,The last point I want to make is in relation to the fine that was imposed on the Irish Government .,"Der letzte Punkt , den ich vortragen möchte , betrifft die Geldstrafe , die der irischen Regierung auferlegt wurde ."
1744,Unfortunately the Irish taxpayers have to accept this while they got no benefit out of malpractices which led to it .,"Leider müssen die irischen Steuerzahler dies hinnehmen , obgleich sie von den Amtsvergehen , die hierzu führten , nicht profitiert haben ."
1745,I want to underline the fact that it was not at European level but within the Irish Parliament that the first disclosures and demand for clarification on all these abuses occurred .,"Ich möchte betonen , daß nicht auf europäischer Ebene , sondern im irischen Parlament die ersten Aufdeckungen erfolgten und die Forderung nach Aufklärung all dieses Mißbrauchs gestellt wurde ."
1746,"This fine was exceptionally harsh in that it was equivalent to ECU 1 , 000 million for the British or the Italians .","Diese Geldstrafe war besonders hart , da sie einer Geldstrafe von 1 000 Millionen ECU für die Briten und die Italiener entsprach ."
1747,Irish agriculture got no benefit out of it whatever .,Die irische Landwirtschaft hat hiervon überhaupt keinen Nutzen gehabt .
